conversation_id,speaker_id,role,start_time,end_time,text,outcome,text_len,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,sadness
100,1,buyer,0.0,18.22,Hello Hello,sale,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0,seller,18.22,36.44,Hi how are you,sale,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1,buyer,36.44,54.66,Good how are you,sale,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0,seller,54.66,72.88,Not bad you're in New Haven,sale,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3916464859356878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1,buyer,72.88,91.1,Um No I'm actually off campus at the,sale,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45035565847381553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0,seller,91.1,109.32,moment Mhm Yeah I just thought you did actually,sale,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5286868912939103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1,buyer,109.32,127.54,Oh just Mhm All right,sale,21,0.0,0.0,0.0,0.1638567901890559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0,seller,127.54,145.76,Well so you wanna do I need to start us off or do you want to start us,sale,70,0.0,0.0,0.0,0.0,0.13773151351144375,0.0,0.0,0.25535834830269133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1,buyer,145.76,163.98,off I think you should come in with the initial offer,sale,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0,seller,163.98,182.2,"Sure I'll start at 200,500",sale,26,0.0,0.0,0.0,0.15428621635907247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1,buyer,182.2,200.42,"All right I'm gonna have to say no to that Mhm I'm asking for 2 40,000 for the house Um I think that's a fair price Given the given the accommodations it's a four bedroom place with a recreation room 2.5 bathrooms Low level style Um It's one of the one of the nicer homes in the neighborhood I think That to 40,000 is an appropriate amount to be asking for a house like",sale,369,0.0,0.0,0.0,0.04149213696345236,0.0,0.0,0.0,0.0,0.0,0.09259576557171896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0,seller,200.42,218.64,this Yeah I really like the house but I'm just thinking about some of the other houses and um when I visited them I really enjoyed it as well And um even though yours I think is slightly bigger than um and one of them I just can't justify buying your house for for that much So mm me I think I would be willing to go two Well is there is there a price within the 220s that would be good for you,sale,394,0.0,0.0,0.09113435876558368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1,buyer,218.64,236.86,Um I think that's closer to what I'm looking for,sale,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27126573918166946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1,buyer,255.08,273.3,"um So what what is your Why should you only pay to 20,000 for this house",sale,72,0.0,0.0,0.0,0.0,0.0,0.0,0.16535096594295645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0,seller,273.3,291.52,Well I'm willing to say it let me just feeling fully transparent I think like um this is a lovely house Um I want to make sure you get the best deal for it When I'm looking at some of the other houses I see that per square foot it's coming about to like um 120 $24 per square foot And so for me you know again like you have a lovely house and I think 129 is the best I can do and I just want to be fully transparent Um I'm not trying to like familiar or anything but 1 29 is what I'm comfortable paying It's around the same price per square foot as the other homes Um And that's probably the highest I can go It is the highest I can go actually,sale,644,0.0,0.0,0.06009746736199326,0.03508137938805516,0.0,0.0,0.0,0.0786372232532935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05773200124973075,0.0,0.046212864703957204,0.0
100,1,buyer,291.52,309.74,Yeah I understand Um I do I do see what you're saying um in terms of the price per square foot in um in other homes in the in the neighborhood and I agree that um somewhere around 1 29 is is appropriate Um,sale,205,0.0,0.0,0.0,0.08516725110076442,0.0994647436610909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08626274374034706,0.0
100,0,seller,309.74,327.96,29 is my final offer I couldn't go any higher than that 2 to 3 to 29 91 29 to 29 Yeah,sale,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1,buyer,327.96,346.18,I think the the accommodations though I mean the home is newly decorated and has not one but two fireplaces finished hardwood floors I mean it's it's it's great like A detached garage 2.5 car garage I think I understand that you said to 29 is your final offer but I would be willing to go to 2:30 PM,sale,299,0.0,0.0,0.0,0.0,0.08246939529022705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07995062653751298,0.0,0.0,0.0,0.07995062653751298,0.0,0.0,0.0,0.0,0.0,0.0
100,0,seller,346.18,364.4,I can't do that To 29 is going to be my absolute top You know you have a great home But I mean the 2 13 houses really appealing to me as well And it's like it's close to the school it's also close to the park um In 229 is just my personal limit and I'm just not comfortable going anything above that Mhm,sale,303,0.0,0.0,0.05588558208729032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07512121630728116,0.0,0.0,0.0,0.07512121630728116,0.0,0.0,0.08395399573484082,0.0,0.0,0.0
100,1,buyer,364.4,382.62,Mhm I think if you're also considering the 2 13 house with 17 15 square feet um the price per square foot on that house is um sorry is 124.37 which um is actually the lowest price per square foot for any of the similar houses on the market in the area And if we if we take that low end and multiplied by the square footage of the house that we are considering today it comes out to 2 29 5 92 I would be willing to go to 2:29 500 I think that's that's going to be my final offer,sale,477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0,seller,382.62,400.84,So anything else we can negotiate I really think I just can't pay anything about 10-29 I'm thinking Mhm With the paper the house on Sure Is there anything not related to the austin price that That I could get to you because I can't come up above the 2:29,sale,254,0.0,0.0,0.06684128265451034,0.06101637694574734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1,buyer,400.84,419.06,Yeah I'm sorry Could you repeat that You just cut out a little,sale,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0,seller,419.06,437.28,bit um,sale,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1,buyer,437.28,455.5,Yeah go,sale,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0,seller,455.5,473.72,ahead I'm longer I don't want to get all the cash and you are relocation fees as well as your next house But from the house I am only I'm only able to pay to 29 Yeah,sale,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09304663269937868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1,buyer,473.72,491.94,Okay I'll take 2:29,sale,19,0.0,0.0,0.0,0.15800072798378778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0,seller,0.0,14.686,Okay I recorded too,no sale,19,0.0,0.0,0.0,0.2371063193024806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,1,buyer,14.686,29.371,Okay great,no sale,10,0.0,0.0,0.0,0.2432408023124174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48682673726155007,0.0,0.0,0.0,0.48682673726155,0.0,0.0,0.0,0.0,0.0,0.0
101,0,seller,29.371,44.057,Um So does the buyer start this time also hold on,no sale,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,1,buyer,44.057,58.743,Ah Yeah I don't know I think the seller starts Um So I think I can um get this started here Uh So my offer for this lovely home with a convenient location and lovely amenities um is 240,no sale,185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140893674495505,0.0
101,0,seller,58.743,73.428,2 20,no sale,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,1,buyer,73.428,88.114,Okay let's see what we can do here Um Well as you know this is a very nicely located home with a very spacious layout 1846 sq ft Many bedrooms as well as a recreation room You can use that for a family You can turn that into um you know uh a lounge of some form movie theater even uh and 2.5 bathrooms Um We are looking at a nice um somewhat vintage type of home built in 1947 So it has a lot of history and character to it um that uh perhaps a younger home may not have Um And as you know this is a great neighborhood within walking distance of plenty of uh restaurants easy transportation to get to work Um And enviably note located near the Hastings and centennial Park's,no sale,674,0.0,0.0,0.0,0.02682231494749105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053682687886045403,0.0,0.0,0.0,0.0536826878860454,0.0,0.0,0.059994717489458636,0.0,0.04802410625433528,0.0
101,0,seller,88.114,102.8,um For my market research I'm seeing homes for 1875 sq ft that are selling for 233,no sale,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,1,buyer,102.8,117.485,Yes but do you have further detail,no sale,34,0.0,0.0,0.0,0.18218210208762692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25653130323134643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0,seller,117.485,132.171,on those homes Yeah These are similar homes in the neighborhood um with similar configurations,no sale,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
