global_row_id,dataset_name,source_file,conversation_id,turn_index,speaker_id,role,start_time,end_time,duration_min,text,outcome,goemo_admiration,goemo_amusement,goemo_anger,goemo_annoyance,goemo_approval,goemo_caring,goemo_confusion,goemo_curiosity,goemo_desire,goemo_disappointment,goemo_disapproval,goemo_disgust,goemo_embarrassment,goemo_excitement,goemo_fear,goemo_gratitude,goemo_grief,goemo_joy,goemo_love,goemo_nervousness,goemo_optimism,goemo_pride,goemo_realization,goemo_relief,goemo_remorse,goemo_sadness,goemo_surprise,goemo_neutral,goemo_dominant_emotion,goemo_dominant_score,goemo_emotion_intensity
heddaya_nego__0,heddaya_nego,heddaya-nego.csv,100,0,1,seller,,,8.199,Hello Hello,,0.0030105351,0.002216334,0.004298151,0.008393965,0.012939887,0.0011155875,0.0021916148,0.0016564644,0.0008390329,0.0024770682,0.0023573583,0.0029808613,0.0011389762,0.0033830726,0.0025937362,0.0010950409,0.0005207428,0.0022339202,0.0011433641,0.00046118675,0.0015702067,0.0005145751,0.0057942276,0.00039629027,0.00038120215,0.001982868,0.0016552316,0.9621668,neutral,0.9621668,1.0315083
heddaya_nego__1,heddaya_nego,heddaya-nego.csv,100,1,0,buyer,,,8.199,Hi how are you,,0.0016639631,0.001727383,0.0028097723,0.0077588395,0.006769757,0.0020568362,0.07452866,0.38414243,0.0016787705,0.0012132678,0.0015300121,0.00091089454,0.00049825036,0.0033325264,0.0010257688,0.0007765601,0.000273126,0.0010763208,0.0016125828,0.0004533395,0.002384972,7.197417e-05,0.002862587,0.0001819862,0.00030417857,0.0008396303,0.005876844,0.72047955,neutral,0.72047955,1.2288408
heddaya_nego__2,heddaya_nego,heddaya-nego.csv,100,2,1,seller,,,8.199,Good how are you,,0.6655483,0.0015606135,0.0012581425,0.0033553662,0.055876397,0.045916885,0.01687687,0.25546035,0.0023866259,0.0013323925,0.0032166357,0.00048186,0.0002926348,0.016188694,0.0011553372,0.0067648124,0.00073947036,0.0081544975,0.0035964842,0.0013880936,0.017583529,0.0011482085,0.0042788284,0.0019009047,0.0005485415,0.0028551938,0.0065661,0.042265296,admiration,0.6655483,1.168697
heddaya_nego__3,heddaya_nego,heddaya-nego.csv,100,3,0,buyer,,,8.199,Not bad you're in New Haven,,0.028229777,0.0005849654,0.00072874106,0.007264229,0.30826283,0.0016105521,0.0006044763,0.0004928469,0.000820421,0.0040794727,0.004846856,0.0011570068,0.0003117105,0.0016667243,0.00030351203,0.0015174962,0.00021890958,0.0024314355,0.0009398051,0.0001812184,0.003944685,0.0011935612,0.013928636,0.0017222728,0.00020037233,0.0009524712,0.00059195433,0.7079054,neutral,0.7079054,1.0966923
heddaya_nego__4,heddaya_nego,heddaya-nego.csv,100,4,1,seller,,,8.199,Um No I'm actually off campus at the,,0.001339792,0.0021178487,0.0029403863,0.019935485,0.046765916,0.0010002304,0.009643407,0.0010218964,0.00038248624,0.01778707,0.39394382,0.0022820388,0.0065319953,0.001522376,0.0022671216,0.0009280037,0.0006190446,0.0020834713,0.0007483474,0.0010773712,0.0014457825,0.0005477972,0.062103707,0.001612573,0.0007740348,0.004163432,0.006386069,0.48420894,neutral,0.48420894,1.0761805
heddaya_nego__5,heddaya_nego,heddaya-nego.csv,100,5,0,buyer,,,8.199,moment Mhm Yeah I just thought you did actually,,0.0041532707,0.010629329,0.0010356698,0.005038193,0.06938169,0.0011382439,0.23779131,0.017292654,0.0020791404,0.005641379,0.0032878502,0.0020607412,0.005600327,0.008308503,0.0035046956,0.0056646764,0.0011499352,0.008067003,0.0026800525,0.005283326,0.0125864195,0.0011423304,0.6119154,0.003143495,0.002187736,0.0032944556,0.04943505,0.24895582,realization,0.6119154,1.3324487
heddaya_nego__6,heddaya_nego,heddaya-nego.csv,100,6,1,seller,,,8.199,Oh just Mhm All right,,0.006373691,0.0023729403,0.0009198096,0.0062109176,0.5553037,0.0020233518,0.0028020232,0.003206954,0.0008237412,0.001226,0.0020040704,0.0011045502,0.0006215812,0.005369104,0.001029445,0.0019285942,0.00032471496,0.006723145,0.00089243444,0.00069327926,0.0038040986,0.0011086457,0.027464807,0.0033967756,0.0002617088,0.0010401481,0.0018287437,0.38722733,approval,0.5553037,1.0280863
heddaya_nego__7,heddaya_nego,heddaya-nego.csv,100,7,0,buyer,,,8.199,Well so you wanna do I need to start us off or do you want to start us,,0.0013780757,0.0021956135,0.0025346687,0.010260168,0.0084813405,0.004085477,0.13893324,0.50332075,0.0044296565,0.0015799595,0.0038793583,0.00084264233,0.00042816333,0.0014312555,0.00078996125,0.000542016,0.00022011198,0.0009168154,0.0012168121,0.00042395305,0.00620417,5.8256253e-05,0.00294629,0.00016589968,0.00047988258,0.000976415,0.0018519758,0.5256009,neutral,0.5256009,1.2261739
heddaya_nego__8,heddaya_nego,heddaya-nego.csv,100,8,1,seller,,,8.199,off I think you should come in with the initial offer,,0.0024356723,0.0009731158,0.000860343,0.004431909,0.08713282,0.007960895,0.002997552,0.0036491323,0.005100619,0.0011717193,0.0041732355,0.00048053465,0.00012024283,0.0020238187,0.00045886284,0.0010494506,0.0001458566,0.0010215091,0.0010378704,0.00024191433,0.042363904,0.00025617052,0.0067777555,0.0004954108,0.00022605967,0.0005264525,0.00038938964,0.88759595,neutral,0.88759595,1.0660982
heddaya_nego__9,heddaya_nego,heddaya-nego.csv,100,9,0,buyer,,,8.199,"Sure I'll start at 200,500",,0.0067425524,0.0014648024,0.0006834626,0.0029400843,0.6084269,0.0030979395,0.0038507478,0.0041340073,0.0034867479,0.00087705033,0.0037878104,0.0005939281,0.00017484733,0.006959092,0.0005966932,0.0012229972,0.00016457464,0.0030291409,0.0016172611,0.00031402663,0.030293137,0.0005395974,0.009726431,0.001024242,0.0002035659,0.00058085495,0.00084264716,0.37333465,approval,0.6084269,1.0707098
heddaya_nego__10,heddaya_nego,heddaya-nego.csv,100,10,1,seller,,,8.199,"All right I'm gonna have to say no to that Mhm I'm asking for 2 40,000 for the house Um I think that's a fair price Given the given the accommodations it's a four bedroom place with a recreation room 2.5 bathrooms Low level style Um It's one of the one of the nicer homes in the neighborhood I think That to 40,000 is an appropriate amount to be asking for a house like",,0.061537232,0.00097633974,0.0031856785,0.028662035,0.2908617,0.004375408,0.008685034,0.0020905451,0.004572916,0.07064814,0.7017092,0.003037376,0.0016146271,0.0038416078,0.0007275205,0.0035358574,0.0006456179,0.0035581968,0.007847843,0.00063452235,0.012120181,0.0017389852,0.017582713,0.002857436,0.0015793031,0.004875353,0.0019516858,0.08716096,disapproval,0.7017092,1.332614
heddaya_nego__11,heddaya_nego,heddaya-nego.csv,100,11,0,buyer,,,8.199,this Yeah I really like the house but I'm just thinking about some of the other houses and um when I visited them I really enjoyed it as well And um even though yours I think is slightly bigger than um and one of them I just can't justify buying your house for for that much So mm me I think I would be willing to go two Well is there is there a price within the 220s that would be good for you,,0.121633485,0.009291511,0.0013618992,0.0044022524,0.20580435,0.0036565477,0.017559139,0.009612815,0.009258473,0.0062520336,0.033512283,0.0009411169,0.00063862756,0.05064156,0.0005842541,0.0020135648,0.00048786966,0.4434463,0.47986218,0.0009799391,0.012105141,0.002522343,0.009830789,0.00524851,0.0006566754,0.002017796,0.0021407707,0.03033254,love,0.47986218,1.466795
